filename,timestamp_sec,timestamp_nanosec,x,y,z,qx,qy,qz,qw
000231.avi,2125,867000000,-3.6555128515427313,0.7640424284604421,0.0,0.0,0.0,0.8124685417649433,0.5830050331192231
000232.avi,2131,0,-4.210092224871495,1.4806111183916073,0.0,0.0,0.0,0.9857929374025811,0.16796512902144536
000233.avi,2135,900000000,-5.204894471712549,1.6038351429267337,0.0,0.0,0.0,0.9989181209877008,0.04650362956158388
000234.avi,2140,800000000,-6.250470248371734,1.584849667538812,0.0,0.0,0.0,0.9995501307717698,0.029992266905621408
000235.avi,2150,800000000,-7.178878820501815,1.9132802807872693,0.0,0.0,0.0,0.9782833915162812,0.20727181642327167
000236.avi,2155,700000000,-8.062810814146893,2.198879286596174,0.0,0.0,0.0,0.9848818864309229,0.17322722009045413
000237.avi,2160,669000000,-8.936456827369362,2.43098962040073,0.0,0.0,0.0,0.9998408714722867,-0.017839050802610886
000238.avi,2165,600000000,-9.649577974977092,2.1703916096758604,0.0,0.0,0.0,0.946978660024425,-0.321296463501148
000239.avi,2187,533000000,-9.996508883865445,2.3156942721827676,0.0,0.0,0.0,0.439465575502928,0.8982594324291175
000240.avi,2192,935000000,-9.21172877717072,2.4691827410324194,0.0,0.0,0.0,-0.15697837147772484,0.9876020407472847
000241.avi,2197,934000000,-8.274869322368332,2.22459722101582,0.0,0.0,0.0,-0.1098272113710326,0.9939506947743749
000242.avi,2202,833000000,-7.242557871232693,2.3338020124779533,0.0,0.0,0.0,0.07931027422779102,0.996849978884442
000243.avi,2208,301000000,-6.530609932467041,2.920027320359324,0.0,0.0,0.0,0.6303042418958135,0.7763482225445899
000244.avi,2213,201000000,-6.6441201986559975,3.8762262979852693,0.0,0.0,0.0,0.8612159384583377,0.5082392225569816
000245.avi,2218,100000000,-7.121765923998293,4.724149092207675,0.0,0.0,0.0,0.8606332083120465,0.5092253732391123
000246.avi,2281,601000000,-7.44462235266937,4.909544719798003,0.0,0.0,0.0,-0.797600568812916,0.6031859851068434
000247.avi,2286,533000000,-7.049230718470454,4.072288069156027,0.0,0.0,0.0,-0.30678661638523425,0.9517783208325871
000248.avi,2291,501000000,-6.528648086505072,3.273554784910331,0.0,0.0,0.0,-0.6769126635921825,0.7360633436522543
000249.avi,2296,601000000,-6.395840967014109,2.3133024159716946,0.0,0.0,0.0,-0.39444488904589253,0.9189195990431228
000250.avi,2301,567000000,-5.492725026152208,2.1342581269017433,0.0,0.0,0.0,0.0576542068748194,0.9983366127863065
000251.avi,2306,567000000,-4.78187859412219,2.8345705253930227,0.0,0.0,0.0,0.6214591006506104,0.7834466071268256
000252.avi,2311,467000000,-4.707168381925754,3.8211370158075937,0.0,0.0,0.0,0.6869760218186514,0.7266800846632718
000253.avi,2316,368000000,-4.676778032446741,4.7917049759822525,0.0,0.0,0.0,0.7594110271774757,0.6506111679038805
000254.avi,2321,368000000,-4.978138345844002,5.681444633776859,0.0,0.0,0.0,0.8360945860286672,0.5485853107890805
000255.avi,2326,300000000,-5.083645463031623,6.64747569539351,0.0,0.0,0.0,0.6051277053914293,0.7961284193945745
000256.avi,2331,301000000,-4.601098842344435,7.426360432646625,0.0,0.0,0.0,0.4375958482966678,0.8991717708833612
